TF,Target,Sign
Rv1990c,Rv3310,-1
Rv1990c,Rv3625c,1
Rv1990c,Rv3631,-1
Rv1990c,Rv3632,-1
Rv1990c,Rv3717,-1
Rv1990c,Rv3728,-1
Rv1990c,Rv3737,1
Rv1994c,Rv0069c,-1
Rv1994c,Rv0070c,-1
Rv1994c,Rv0077c,1
Rv1994c,Rv0078,-1
Rv1994c,Rv0140,1
Rv1994c,Rv0188,1
Rv1994c,Rv0262c,1
Rv1994c,Rv0318c,-1
Rv1994c,Rv0319,-1
Rv1994c,Rv0508,-1
Rv1994c,Rv0695,-1
Rv1994c,Rv0918,-1
Rv1994c,Rv0963c,1
Rv1994c,Rv1032c,-1
Rv1994c,Rv1033c,-1
Rv1994c,Rv1319c,-1
Rv1994c,Rv1321,-1
Rv1994c,Rv1322,-1
Rv1994c,Rv1515c,1
Rv1994c,Rv1516c,1
Rv1994c,Rv1682,-1
Rv1994c,Rv1792,-1
Rv1994c,Rv1922,1
Rv1994c,Rv1923,-1
Rv1994c,Rv1985c,-1
Rv1994c,Rv1986,-1
Rv1994c,Rv1987,-1
Rv1994c,Rv1994c,1
Rv1994c,Rv2346c,-1
Rv1994c,Rv2360c,-1
Rv1994c,Rv2361c,-1
Rv1994c,Rv2362c,-1
Rv1994c,Rv2363,-1
Rv1994c,Rv2946c,1
Rv1994c,Rv2949c,-1
Rv1994c,Rv3142c,-1
Rv1994c,Rv3143,1
Rv1994c,Rv3163c,1
Rv1994c,Rv3180c,-1
Rv1994c,Rv3181c,-1
Rv1994c,Rv3269,-1
Rv1994c,Rv3270,-1
Rv1994c,Rv3347c,1
Rv1994c,Rv3426,-1
Rv1994c,Rv3528c,1
Rv1994c,Rv3597c,1
Rv1994c,Rv3598c,1
Rv1994c,Rv3599c,1
Rv1994c,Rv3600c,1
Rv1994c,Rv3601c,1
Rv1994c,Rv3603c,1
Rv1994c,Rv3746c,-1
Rv1994c,Rv3831,-1
Rv1994c,Rv3863,1
Rv2009,Rv2009,1
Rv2009,Rv2010,1
Rv2011c,Rv0016c,-1
Rv2011c,Rv0067c,-1
Rv2011c,Rv0069c,-1
Rv2011c,Rv0070c,-1
Rv2011c,Rv0071,-1
Rv2011c,Rv0158,-1
Rv2011c,Rv0168,-1
Rv2011c,Rv0169,-1
Rv2011c,Rv0170,-1
Rv2011c,Rv0171,-1
Rv2011c,Rv0172,-1
Rv2011c,Rv0173,-1
Rv2011c,Rv0174,-1
Rv2011c,Rv0318c,-1
Rv2011c,Rv0319,-1
Rv2011c,Rv0471c,-1
Rv2011c,Rv0472c,-1
Rv2011c,Rv0473,-1
Rv2011c,Rv0590A,-1
Rv2011c,Rv0594,-1
Rv2011c,Rv0690c,-1
Rv2011c,Rv0691c,-1
Rv2011c,Rv0692,-1
Rv2011c,Rv0693,-1
Rv2011c,Rv0694,-1
Rv2011c,Rv0724,-1
Rv2011c,Rv0734,-1
Rv2011c,Rv0756c,-1
Rv2011c,Rv0757,-1
Rv2011c,Rv0774c,-1
Rv2011c,Rv0981,-1
Rv2011c,Rv0982,-1
Rv2011c,Rv0997,-1
Rv2011c,Rv0999,-1
Rv2011c,Rv1090,-1
Rv2011c,Rv1194c,-1
Rv2011c,Rv1235,1
Rv2011c,Rv1331,-1
Rv2011c,Rv1332,-1
Rv2011c,Rv1333,-1
Rv2011c,Rv1334,-1
Rv2011c,Rv1335,-1
Rv2011c,Rv1336,-1
Rv2011c,Rv1338,-1
Rv2011c,Rv1340,-1
Rv2011c,Rv1391,-1
Rv2011c,Rv1492,-1
Rv2011c,Rv1652,1
Rv2011c,Rv1653,1
Rv2011c,Rv1654,1
Rv2011c,Rv1720c,-1
Rv2011c,Rv1721c,-1
Rv2011c,Rv1844c,-1
Rv2011c,Rv1846c,-1
Rv2011c,Rv1881c,-1
Rv2011c,Rv1882c,-1
Rv2011c,Rv1883c,-1
Rv2011c,Rv1884c,-1
Rv2011c,Rv2011c,1
Rv2011c,Rv2012,-1
Rv2011c,Rv2145c,-1
Rv2011c,Rv2151c,-1
Rv2011c,Rv2152c,-1
Rv2011c,Rv2154c,-1
Rv2011c,Rv2159c,-1
Rv2011c,Rv2287,1
Rv2011c,Rv2289,1
Rv2011c,Rv2347c,1
Rv2011c,Rv2389c,-1
Rv2011c,Rv2390c,-1
Rv2011c,Rv2525c,-1
Rv2011c,Rv2585c,-1
Rv2011c,Rv2586c,-1
Rv2011c,Rv2587c,-1
Rv2011c,Rv2644c,-1
Rv2011c,Rv2746c,-1
Rv2011c,Rv2747,-1
Rv2011c,Rv2946c,1
Rv2011c,Rv2956,-1
Rv2011c,Rv3035,-1
Rv2011c,Rv3058c,-1
Rv2011c,Rv3059,-1
Rv2011c,Rv3075c,-1
Rv2011c,Rv3076,-1
Rv2011c,Rv3077,-1
Rv2011c,Rv3078,-1
Rv2011c,Rv3099c,-1
Rv2011c,Rv3100c,-1
Rv2011c,Rv3231c,-1
Rv2011c,Rv3232c,-1
Rv2011c,Rv3234c,-1
Rv2011c,Rv3288c,-1
Rv2011c,Rv3299c,-1
Rv2011c,Rv3300c,-1
Rv2011c,Rv3310,-1
Rv2011c,Rv3355c,1
Rv2011c,Rv3358,1
Rv2011c,Rv3436c,-1
Rv2011c,Rv3437,-1
Rv2011c,Rv3463,-1
Rv2011c,Rv3476c,-1
Rv2011c,Rv3534c,1
Rv2011c,Rv3535c,1
Rv2011c,Rv3536c,1
Rv2011c,Rv3566A,-1
Rv2011c,Rv3566c,-1
Rv2011c,Rv3598c,1
Rv2011c,Rv3599c,-1
Rv2011c,Rv3600c,-1
Rv2011c,Rv3601c,-1
Rv2011c,Rv3681c,-1
Rv2011c,Rv3684,-1
Rv2011c,Rv3746c,1
Rv2011c,Rv3761c,1
Rv2011c,Rv3842c,-1
Rv2011c,Rv3843c,-1
Rv2011c,Rv3875,1
Rv2017,Rv2016,-1
Rv2017,Rv2017,1
Rv2021c,Rv1996,-1
Rv2021c,Rv3026c,1
Rv2021c,Rv3027c,1
Rv2021c,Rv3641c,1
Rv2034,Rv0001,-1
Rv2034,Rv0030,-1
Rv2034,Rv0031,-1
Rv2034,Rv0078,-1
Rv2034,Rv0133,-1
Rv2034,Rv0179c,1
Rv2034,Rv0202c,-1
Rv2034,Rv0356c,-1
Rv2034,Rv0357c,-1
Rv2034,Rv0407,-1
Rv2034,Rv0408,-1
Rv2034,Rv0415,-1
Rv2034,Rv0441c,1
Rv2034,Rv0443,-1
Rv2034,Rv0481c,-1
Rv2034,Rv0482,-1
Rv2034,Rv0505c,-1
Rv2034,Rv0506,-1
Rv2034,Rv0537c,-1
Rv2034,Rv0538,-1
Rv2034,Rv0558,-1
Rv2034,Rv0576,-1
Rv2034,Rv0577,-1
Rv2034,Rv0735,1
Rv2034,Rv0827c,-1
Rv2034,Rv0874c,1
Rv2034,Rv0895,-1
Rv2034,Rv0949,-1
Rv2034,Rv1000c,1
Rv2034,Rv1001,-1
Rv2034,Rv1138c,-1
Rv2034,Rv1139c,-1
Rv2034,Rv1162,1
Rv2034,Rv1163,1
Rv2034,Rv1164,1
Rv2034,Rv1192,-1
Rv2034,Rv1193,-1
Rv2034,Rv1251c,1
Rv2034,Rv1331,1
Rv2034,Rv1332,1
Rv2034,Rv1333,1
Rv2034,Rv1334,1
Rv2034,Rv1335,1
Rv2034,Rv1336,1
Rv2034,Rv1338,1
Rv2034,Rv1519,-1
Rv2034,Rv1572c,-1
Rv2034,Rv1624c,1
Rv2034,Rv1625c,1
Rv2034,Rv1720c,1
Rv2034,Rv1721c,1
Rv2034,Rv1812c,-1
Rv2034,Rv1816,1
Rv2034,Rv1817,1
Rv2034,Rv1901,-1
Rv2034,Rv1922,1
Rv2034,Rv1961,1
Rv2034,Rv2034,1
Rv2034,Rv2035,-1
Rv2034,Rv2036,-1
Rv2034,Rv2133c,1
Rv2034,Rv2188c,1
Rv2034,Rv2307A,1
Rv2034,Rv2347c,-1
Rv2034,Rv2349c,-1
Rv2034,Rv2364c,1
Rv2034,Rv2431c,1
Rv2034,Rv2432c,1
Rv2034,Rv2505c,-1
Rv2034,Rv2506,-1
Rv2034,Rv2532c,1
Rv2034,Rv2619c,-1
Rv2034,Rv2620c,-1
Rv2034,Rv2621c,-1
Rv2034,Rv2622,-1
Rv2034,Rv2650c,1
Rv2034,Rv2651c,1
Rv2034,Rv2663,-1
Rv2034,Rv2664,-1
Rv2034,Rv2704,1
Rv2034,Rv2779c,1
Rv2034,Rv2905,-1
Rv2034,Rv2907c,1
Rv2034,Rv2931,1
Rv2034,Rv2932,1
Rv2034,Rv2933,1
Rv2034,Rv2934,1
Rv2034,Rv2935,1
Rv2034,Rv3030,-1
Rv2034,Rv3031,-1
Rv2034,Rv3032,-1
Rv2034,Rv3108,1
Rv2034,Rv3109,1
Rv2034,Rv3132c,1
Rv2034,Rv3133c,1
Rv2034,Rv3161c,1
Rv2034,Rv3229c,1
Rv2034,Rv3233c,-1
Rv2034,Rv3234c,-1
Rv2034,Rv3299c,-1
Rv2034,Rv3300c,-1
Rv2034,Rv3301c,-1
Rv2034,Rv3396c,1
Rv2034,Rv3397c,1
Rv2034,Rv3398c,1
Rv2034,Rv3478,-1
Rv2034,Rv3488,1
Rv2034,Rv3529c,-1
Rv2034,Rv3530c,-1
Rv2034,Rv3531c,-1
Rv2034,Rv3545c,-1
Rv2034,Rv3581c,-1
Rv2034,Rv3582c,-1
Rv2034,Rv3583c,-1
Rv2034,Rv3660c,1
Rv2034,Rv3714c,1
Rv2034,Rv3728,1
Rv2034,Rv3804c,-1
Rv2034,Rv3838c,-1
Rv2034,Rv3839,-1
Rv2034,Rv3917c,-1
Rv2034,Rv3918c,-1
Rv2034,Rv3919c,-1
Rv2034,Rv3921c,-1
Rv2034,Rv3922c,-1
Rv2034,Rv3923c,-1
Rv2034,Rv3924c,-1
Rv2069,Rv0096,1
Rv2069,Rv0097,1
Rv2069,Rv0098,1
Rv2069,Rv0099,1
Rv2069,Rv0100,1
Rv2069,Rv0101,1
Rv2069,Rv0103c,1
Rv2069,Rv0172,1
Rv2069,Rv0173,1
Rv2069,Rv0175,1
Rv2069,Rv2107,-1
Rv2250c,Rv0049,-1
Rv2250c,Rv0063,-1
Rv2250c,Rv0137c,-1
Rv2250c,Rv0138,-1
Rv2250c,Rv0139,-1
Rv2250c,Rv0196,-1
Rv2250c,Rv0197,-1
Rv2250c,Rv0205,-1
Rv2250c,Rv0221,-1
Rv2250c,Rv0222,-1
Rv2250c,Rv0241c,-1
Rv2250c,Rv0252,-1
Rv2250c,Rv0253,-1
Rv2250c,Rv0262c,-1
Rv2250c,Rv0263c,-1
Rv2250c,Rv0264c,-1
Rv2250c,Rv0318c,-1
Rv2250c,Rv0319,-1
Rv2250c,Rv0365c,-1
Rv2250c,Rv0366c,-1
Rv2250c,Rv0367c,-1
Rv2250c,Rv0450c,-1
Rv2250c,Rv0478,1
Rv2250c,Rv0520,-1
Rv2250c,Rv0537c,-1
Rv2250c,Rv0586,-1
Rv2250c,Rv0590A,-1
Rv2250c,Rv0594,-1
Rv2250c,Rv0672,-1
Rv2250c,Rv0673,-1
Rv2250c,Rv0674,-1
Rv2250c,Rv0687,-1
Rv2250c,Rv0688,-1
Rv2250c,Rv0756c,1
Rv2250c,Rv0757,-1
Rv2250c,Rv0842,-1
Rv2250c,Rv0877,-1
Rv2250c,Rv0913c,-1
Rv2250c,Rv0938,-1
Rv2250c,Rv1046c,-1
Rv2250c,Rv1047,1
Rv2250c,Rv1145,-1
Rv2250c,Rv1146,-1
Rv2250c,Rv1157c,-1
Rv2250c,Rv1158c,-1
Rv2250c,Rv1166,-1
Rv2250c,Rv1546,-1
Rv2250c,Rv1561,-1
Rv2250c,Rv1747,-1
Rv2250c,Rv1806,-1
Rv2250c,Rv1807,-1
Rv2250c,Rv1843c,1
Rv2250c,Rv1846c,1
Rv2250c,Rv1868,-1
Rv2250c,Rv1878,-1
Rv2250c,Rv1948c,-1
Rv2250c,Rv1950c,-1
Rv2250c,Rv2031c,1
Rv2250c,Rv2114,1
Rv2250c,Rv2140c,-1
Rv2250c,Rv2250A,-1
Rv2250c,Rv2250c,1
Rv2250c,Rv2347c,1
Rv2250c,Rv2358,-1
Rv2250c,Rv2359,-1
Rv2250c,Rv2390c,-1
Rv2250c,Rv2502c,1
Rv2250c,Rv2503c,1
Rv2250c,Rv2504c,1
Rv2250c,Rv2531c,-1
Rv2250c,Rv2535c,-1
Rv2250c,Rv2641,-1
Rv2250c,Rv2657c,1
Rv2250c,Rv2666,1
Rv2250c,Rv2737c,-1
Rv2250c,Rv2749,-1
Rv2250c,Rv2750,-1
Rv2250c,Rv2751,-1
Rv2250c,Rv2905,-1
Rv2250c,Rv3053c,1
Rv2250c,Rv3100c,-1
Rv2250c,Rv3101c,-1
Rv2250c,Rv3102c,-1
Rv2250c,Rv3115,1
Rv2250c,Rv3116,-1
Rv2250c,Rv3143,1
Rv2250c,Rv3267,-1
Rv2250c,Rv3268,-1
Rv2250c,Rv3330,-1
Rv2250c,Rv3382c,-1
Rv2250c,Rv3383c,-1
Rv2250c,Rv3409c,1
Rv2250c,Rv3526,-1
Rv2250c,Rv3527,-1
Rv2250c,Rv3577,-1
Rv2250c,Rv3631,-1
Rv2250c,Rv3632,-1
Rv2250c,Rv3660c,-1
Rv2250c,Rv3681c,-1
Rv2250c,Rv3710,-1
Rv2250c,Rv3711c,-1
Rv2250c,Rv3762c,1
Rv2250c,Rv3854c,-1
Rv2250c,Rv3855,-1
Rv2250c,Rv3893c,-1
Rv2250c,Rv3924c,1
Rv2282c,Rv2282c,1
Rv2324,Rv0001,-1
Rv2324,Rv0069c,-1
Rv2324,Rv0070c,-1
Rv2324,Rv0153c,-1
Rv2324,Rv0154c,-1
Rv2324,Rv0568,-1
Rv2324,Rv0838,-1
Rv2324,Rv0981,-1
Rv2324,Rv0997,-1
Rv2324,Rv1161,-1
Rv2324,Rv1162,-1
Rv2324,Rv1246c,-1
Rv2324,Rv1305,1
Rv2324,Rv1339,-1
Rv2324,Rv1646,-1
Rv2324,Rv1832,-1
Rv2324,Rv2080,-1
Rv2324,Rv2162c,-1
Rv2324,Rv2311,-1
Rv2324,Rv2312,-1
Rv2324,Rv2319c,-1
Rv2324,Rv2320c,-1
Rv2324,Rv2321c,-1
Rv2324,Rv2322c,-1
Rv2324,Rv2323c,-1
Rv2324,Rv2458,1
Rv2324,Rv2485c,-1
Rv2324,Rv2526,-1
Rv2324,Rv2545,-1
Rv2324,Rv2557,-1
Rv2324,Rv2598,-1
Rv2324,Rv2645,-1
Rv2324,Rv2646,-1
Rv2324,Rv2797c,-1
Rv2324,Rv2798c,-1
Rv2324,Rv2803,-1
Rv2324,Rv3013,-1
Rv2324,Rv3014c,-1
Rv2324,Rv3033,-1
Rv2324,Rv3064c,-1
Rv2324,Rv3066,-1
Rv2324,Rv3144c,-1
Rv2324,Rv3238c,-1
Rv2324,Rv3241c,-1
Rv2324,Rv3246c,-1
Rv2324,Rv3390,-1
Rv2324,Rv3413c,1
Rv2324,Rv3414c,1
Rv2324,Rv3558,-1
Rv2324,Rv3740c,-1
Rv2324,Rv3741c,-1
Rv2324,Rv3742c,-1
Rv2359,Rv0106,-1
Rv2359,Rv0280,-1
Rv2359,Rv0282,-1
Rv2359,Rv1117,-1
Rv2359,Rv1386,-1
Rv2359,Rv1387,-1
Rv2359,Rv2055c,-1
Rv2359,Rv2056c,-1
Rv2359,Rv2057c,-1
Rv2359,Rv2058c,-1
Rv2359,Rv2059,-1
Rv2359,Rv2990c,-1
Rv2374c,Rv0168,1
Rv2374c,Rv0991c,1
Rv2374c,Rv1180,1
Rv2374c,Rv3418c,1
Rv2488c,Rv1218c,-1
Rv2506,Rv2498c,-1
Rv2506,Rv2499c,-1
Rv2506,Rv2500c,-1
Rv2506,Rv2501c,-1
Rv2506,Rv2502c,-1
Rv2506,Rv2503c,-1
Rv2506,Rv2504c,-1
Rv2506,Rv2505c,-1
Rv2506,Rv2506,1
Rv2506,Rv3160c,-1
Rv2506,Rv3161c,-1
Rv2595,Rv2595,1
Rv2595,Rv2596,1
Rv2642,Rv0309,1
Rv2642,Rv3140,-1
Rv2642,Rv3599c,-1
Rv2745c,Rv2028c,-1
Rv2745c,Rv2029c,-1
Rv2745c,Rv2030c,-1
Rv2745c,Rv2032,-1
Rv2760c,Rv2757c,1
Rv2760c,Rv2758c,1
Rv2760c,Rv2759c,1
Rv2760c,Rv2760c,1
Rv2779c,Rv2779c,1
Rv2779c,Rv2780,1
Rv2788,Rv0115,-1
Rv2788,Rv1981c,-1
Rv2788,Rv3848,1
Rv2827c,Rv0757,-1
Rv2827c,Rv2826c,-1
Rv2827c,Rv2827c,1
Rv2887,Rv0722,-1
Rv2887,Rv0824c,1
Rv2887,Rv1129c,-1
Rv2887,Rv1205,-1
Rv2887,Rv1562c,-1
Rv2887,Rv1563c,-1
Rv2887,Rv1564c,-1
Rv2887,Rv1565c,-1
Rv2887,Rv1963c,-1
Rv2887,Rv1983,-1
Rv2887,Rv2107,-1
Rv2887,Rv2108,-1
Rv2887,Rv2307B,-1
Rv2887,Rv2338c,-1
Rv2887,Rv2347c,1
Rv2887,Rv2543,1
Rv2887,Rv2545,-1
Rv2887,Rv2885c,-1
Rv2887,Rv2886c,-1
Rv2887,Rv2887,1
Rv2887,Rv2964,-1
Rv2887,Rv3033,-1
Rv2887,Rv3110,-1
Rv2887,Rv3111,-1
Rv2887,Rv3112,-1
Rv2887,Rv3127,-1
Rv2887,Rv3163c,-1
Rv2887,Rv3164c,-1
Rv2887,Rv3165c,-1
Rv2887,Rv3166c,-1
Rv2887,Rv3425,-1
Rv2887,Rv3478,1
Rv2887,Rv3661,-1
Rv2887,Rv3763,-1
Rv2912c,Rv2912c,1
Rv2912c,Rv2913c,-1
Rv2989,Rv0211,-1
Rv2989,Rv0304c,1
Rv2989,Rv0350,-1
Rv2989,Rv0351,-1
Rv2989,Rv0352,-1
Rv2989,Rv0355c,1
Rv2989,Rv0488,1
Rv2989,Rv0653c,-1
Rv2989,Rv0961,-1
Rv2989,Rv1354c,1
Rv2989,Rv1355c,1
Rv2989,Rv1356c,1
Rv2989,Rv1909c,1
Rv2989,Rv1986,1
Rv2989,Rv2107,1
Rv2989,Rv2336,1
Rv2989,Rv2368c,1
Rv2989,Rv2780,1
Rv2989,Rv2987c,-1
Rv2989,Rv2988c,-1
Rv2989,Rv2989,1
Rv2989,Rv3302c,-1
Rv2989,Rv3303c,-1
Rv2989,Rv3304,-1
Rv2989,Rv3548c,1
Rv2989,Rv3549c,1
Rv3050c,Rv0113,-1
Rv3050c,Rv0114,-1
Rv3050c,Rv0115,-1
Rv3050c,Rv0885,-1
Rv3050c,Rv0886,-1
Rv3050c,Rv3049c,-1
Rv3050c,Rv3888c,-1
Rv3058c,Rv0835,1
Rv3066,Rv3065,-1
Rv3066,Rv3066,1
Rv3066,Rv3110,-1
Rv3066,Rv3142c,-1
Rv3066,Rv3143,-1
Rv3082c,Rv3082c,1
Rv3082c,Rv3083,-1
Rv3082c,Rv3084,-1
Rv3082c,Rv3085,-1
Rv3082c,Rv3086,-1
Rv3082c,Rv3087,-1
Rv3082c,Rv3088,-1
Rv3082c,Rv3089,-1
Rv3095,Rv3093c,-1
Rv3095,Rv3094c,-1
Rv3095,Rv3095,1
Rv3124,Rv0167,1
Rv3124,Rv0168,1
Rv3124,Rv0170,1
Rv3133c,Rv0011c,-1
Rv3133c,Rv0042c,-1
Rv3133c,Rv0079,1
Rv3133c,Rv0080,1
Rv3133c,Rv0107c,1
Rv3133c,Rv0116c,-1
Rv3133c,Rv0158,-1
Rv3133c,Rv0252,-1
Rv3133c,Rv0253,-1
Rv3133c,Rv0289,1
Rv3133c,Rv0318c,1
Rv3133c,Rv0319,1
Rv3133c,Rv0404,-1
Rv3133c,Rv0456A,-1
Rv3133c,Rv0456c,1
Rv3133c,Rv0566c,1
Rv3133c,Rv0569,1
Rv3133c,Rv0570,1
Rv3133c,Rv0571c,1
Rv3133c,Rv0572c,1
Rv3133c,Rv0609A,-1
Rv3133c,Rv0634A,-1
Rv3133c,Rv0880,-1
Rv3133c,Rv1036c,-1
Rv3133c,Rv1065,-1
Rv3133c,Rv1129c,1
Rv3133c,Rv1130,1
Rv3133c,Rv1131,1
Rv3133c,Rv1132,1
Rv3133c,Rv1168c,-1
Rv3133c,Rv1169c,-1
Rv3133c,Rv1170,-1
Rv3133c,Rv1331,-1
Rv3133c,Rv1332,-1
Rv3133c,Rv1339,-1
Rv3133c,Rv1523,-1
Rv3133c,Rv1541c,1
Rv3133c,Rv1572c,1
Rv3133c,Rv1651c,1
Rv3133c,Rv1652,1
Rv3133c,Rv1653,1
Rv3133c,Rv1654,1
Rv3133c,Rv1655,1
Rv3133c,Rv1656,1
Rv3133c,Rv1657,1
Rv3133c,Rv1658,1
Rv3133c,Rv1734c,1
Rv3133c,Rv1738,1
Rv3133c,Rv1791,1
Rv3133c,Rv1818c,1
Rv3133c,Rv1952,-1
Rv3133c,Rv1954c,1
Rv3133c,Rv1996,1
Rv3133c,Rv1997,1
Rv3133c,Rv2004c,1
Rv3133c,Rv2005c,1
Rv3133c,Rv2006,1
Rv3133c,Rv2007c,1
Rv3133c,Rv2023c,-1
Rv3133c,Rv2028c,1
Rv3133c,Rv2029c,1
Rv3133c,Rv2030c,1
Rv3133c,Rv2031c,1
Rv3133c,Rv2032,1
Rv3133c,Rv2035,1
Rv3133c,Rv2036,1
Rv3133c,Rv2037c,1
Rv3133c,Rv2286c,1
Rv3133c,Rv2301,1
Rv3133c,Rv2307A,-1
Rv3133c,Rv2336,-1
Rv3133c,Rv2366c,-1
Rv3133c,Rv2367c,-1
Rv3133c,Rv2368c,-1
Rv3133c,Rv2369c,-1
Rv3133c,Rv2418c,-1
Rv3133c,Rv2420c,-1
Rv3133c,Rv2421c,-1
Rv3133c,Rv2591,1
Rv3133c,Rv2619c,1
Rv3133c,Rv2622,1
Rv3133c,Rv2623,1
Rv3133c,Rv2626c,1
Rv3133c,Rv2628,1
Rv3133c,Rv2629,1
Rv3133c,Rv2630,1
Rv3133c,Rv2634c,1
Rv3133c,Rv2636,-1
Rv3133c,Rv2708c,-1
Rv3133c,Rv2709,-1
Rv3133c,Rv2779c,-1
Rv3133c,Rv2780,-1
Rv3133c,Rv2816c,1
Rv3133c,Rv2818c,1
Rv3133c,Rv2907c,1
Rv3133c,Rv2908c,1
Rv3133c,Rv2923c,1
Rv3133c,Rv2965c,-1
Rv3133c,Rv3084,1
Rv3133c,Rv3087,1
Rv3133c,Rv3088,1
Rv3133c,Rv3089,1
Rv3133c,Rv3116,1
Rv3133c,Rv3119,1
Rv3133c,Rv3120,1
Rv3133c,Rv3125c,1
Rv3133c,Rv3126c,1
Rv3133c,Rv3127,1
Rv3133c,Rv3130c,1
Rv3133c,Rv3131,1
Rv3133c,Rv3132c,1
Rv3133c,Rv3133c,1
Rv3133c,Rv3134c,1
Rv3133c,Rv3136,1
Rv3133c,Rv3179,1
Rv3133c,Rv3354,-1
Rv3133c,Rv3385c,-1
Rv3133c,Rv3386,-1
Rv3133c,Rv3387,1
Rv3133c,Rv3500c,1
Rv3133c,Rv3545c,1
Rv3133c,Rv3546,1
Rv3133c,Rv3736,1
Rv3133c,Rv3740c,-1
Rv3133c,Rv3742c,-1
Rv3133c,Rv3859c,1
Rv3133c,Rv3916c,-1
Rv3160c,Rv3160c,1
Rv3160c,Rv3161c,-1
Rv3164c,Rv3163c,1
Rv3164c,Rv3164c,1
Rv3164c,Rv3165c,1
Rv3164c,Rv3166c,1
Rv3167c,Rv0168,1
Rv3167c,Rv0171,1
Rv3167c,Rv0172,1
Rv3167c,Rv0173,1
Rv3167c,Rv1895,-1
Rv3167c,Rv2338c,1
Rv3173c,Rv0320,-1
Rv3173c,Rv3173c,1
Rv3173c,Rv3176c,-1
Rv3183,Rv3182,-1
Rv3183,Rv3183,1
Rv3219,Rv1374c,1
Rv3219,Rv1398c,1
Rv3219,Rv2274c,1
Rv3219,Rv2275,1
Rv3219,Rv2276,1
Rv3223c,Rv0053,-1
Rv3223c,Rv1470,1
Rv3223c,Rv1471,1
Rv3223c,Rv1472,1
Rv3223c,Rv1473,1
Rv3223c,Rv1528c,1
Rv3223c,Rv1874,1
Rv3223c,Rv1875,1
Rv3223c,Rv2204c,1
Rv3223c,Rv2466c,1
Rv3223c,Rv2467,1
Rv3223c,Rv2705c,1
Rv3223c,Rv2706c,1
Rv3223c,Rv2707,1
Rv3223c,Rv3205c,1
Rv3223c,Rv3206c,1
Rv3223c,Rv3222c,1
Rv3223c,Rv3223c,1
Rv3223c,Rv3224B,-1
Rv3223c,Rv3350c,1
Rv3223c,Rv3913,1
Rv3223c,Rv3914,1
Rv3246c,Rv0040c,1
Rv3246c,Rv0114,-1
Rv3246c,Rv0115,-1
Rv3246c,Rv0130,1
Rv3246c,Rv0207c,1
Rv3246c,Rv0208c,1
Rv3246c,Rv0252,1
Rv3246c,Rv0253,1
Rv3246c,Rv0309,1
Rv3246c,Rv0320,1
Rv3246c,Rv0653c,1
Rv3246c,Rv1116,1
Rv3246c,Rv1158c,1
Rv3246c,Rv1169c,-1
Rv3246c,Rv1433,1
Rv3246c,Rv1434,1
Rv3246c,Rv1469,1
Rv3246c,Rv1690,1
Rv3246c,Rv1754c,1
Rv3246c,Rv1772,1
Rv3246c,Rv1882c,-1
Rv3246c,Rv1886c,1
Rv3246c,Rv1987,1
Rv3246c,Rv2293c,1
Rv3246c,Rv2757c,-1
Rv3246c,Rv2864c,1
Rv3246c,Rv3159c,1
Rv3246c,Rv3241c,1
Rv3246c,Rv3246c,1
Rv3246c,Rv3354,1
Rv3246c,Rv3581c,-1
Rv3246c,Rv3675,1
Rv3246c,Rv3717,-1
Rv3249c,Rv0032,1
Rv3249c,Rv0033,1
Rv3249c,Rv0034,1
Rv3249c,Rv0035,1
Rv3249c,Rv0095c,1
Rv3249c,Rv0096,1
Rv3249c,Rv0097,1
Rv3249c,Rv0098,1
Rv3249c,Rv0099,1
Rv3249c,Rv0100,1
Rv3249c,Rv0101,1
Rv3249c,Rv0347,1
Rv3249c,Rv0404,1
Rv3249c,Rv0405,1
Rv3249c,Rv0454,1
Rv3249c,Rv0512,-1
Rv3249c,Rv0634c,-1
Rv3249c,Rv0839,-1
Rv3249c,Rv1117,1
Rv3249c,Rv1129c,-1
Rv3249c,Rv1130,1
Rv3249c,Rv1131,1
Rv3249c,Rv1159,-1
Rv3249c,Rv1305,1
Rv3249c,Rv1333,-1
Rv3249c,Rv1334,-1
Rv3249c,Rv1335,-1
Rv3249c,Rv1336,-1
Rv3249c,Rv1338,-1
Rv3249c,Rv1503c,-1
Rv3249c,Rv1504c,-1
Rv3249c,Rv1505c,-1
Rv3249c,Rv1562c,-1
Rv3249c,Rv1563c,-1
Rv3249c,Rv1564c,-1
Rv3249c,Rv1565c,-1
Rv3249c,Rv1646,1
Rv3249c,Rv1753c,1
Rv3249c,Rv2107,1
Rv3249c,Rv2108,1
Rv3249c,Rv2365c,-1
Rv3249c,Rv2470,-1
Rv3249c,Rv2471,-1
Rv3249c,Rv2574,-1
Rv3249c,Rv2575,-1
Rv3249c,Rv2887,-1
Rv3249c,Rv3006,-1
Rv3249c,Rv3066,-1
Rv3249c,Rv3073c,-1
Rv3249c,Rv3127,-1
Rv3249c,Rv3249c,1
Rv3249c,Rv3250c,-1
Rv3249c,Rv3251c,-1
Rv3249c,Rv3252c,-1
Rv3249c,Rv3322c,-1
Rv3249c,Rv3323c,-1
Rv3249c,Rv3347c,1
Rv3249c,Rv3409c,1
Rv3249c,Rv3439c,-1
Rv3249c,Rv3494c,-1
Rv3249c,Rv3554,1
Rv3249c,Rv3660c,-1
Rv3249c,Rv3855,-1
