GENE_ID,Start,End,Strand,Length
Rv1548c,1751297,1753333,-,2036
Rv1549,1753510,1754037,+,527
Rv1550,1753716,1755431,+,1715
Rv1551,1755445,1757310,+,1865
Rv1552,1757681,1759432,+,1751
Rv1553,1759435,1760178,+,743
Rv1554,1760175,1760555,+,380
Rv1555,1760552,1760929,+,377
Rv1556,1760997,1761605,+,608
Rv1557,1761744,1762937,+,1193
Rv1558,1762947,1763393,+,446
Rv1559,1763428,1764717,+,1289
Rv1560,1764755,1764973,+,218
Rv1561,1764979,1765383,+,404
Rv1562c,1765400,1767142,-,1742
Rv1563c,1767135,1769432,-,2297
Rv1564c,1769436,1771601,-,2165
Rv1565c,1771640,1773829,-,2189
Rv1566c,1773928,1774620,-,692
Rv1567c,1774860,1775144,-,284
Rv1568,1775392,1776705,+,1313
Rv1569,1776702,1777862,+,1160
Rv1570,1777859,1778539,+,680
Rv1571,1778539,1779048,+,509
Rv1572c,1779194,1779298,-,104
Rv1573,1779314,1779724,+,410
Rv1574,1779930,1780241,+,311
Rv1575,1780199,1780699,+,500
Rv1576c,1780643,1782064,-,1421
Rv1577c,1782072,1782584,-,512
Rv1578c,1782758,1783228,-,470
Rv1579c,1783309,1783623,-,314
Rv1580c,1783620,1783892,-,272
Rv1581c,1783906,1784301,-,395
Rv1582c,1784497,1785912,-,1415
Rv1583c,1785912,1786310,-,398
Rv1584c,1786307,1786528,-,221
Rv1585c,1786584,1787099,-,515
Rv1586c,1787096,1788505,-,1409
Rv1587c,1788162,1789163,-,1001
Rv1588c,1789168,1789836,-,668
Rv1589,1790284,1791333,+,1049
Rv1590,1791334,1791573,+,239
Rv1591,1791570,1792235,+,665
Rv1592c,1792400,1793740,-,1340
Rv1593c,1793997,1794707,-,710
Rv1594,1794756,1795805,+,1049
Rv1595,1795805,1797388,+,1583
Rv1596,1797388,1798245,+,857
Rv1597,1798294,1799052,+,758
Rv1598c,1799073,1799483,-,410
Rv1599,1799583,1800899,+,1316
Rv1600,1800896,1802038,+,1142
Rv1601,1802035,1802667,+,632
Rv1602,1802664,1803284,+,620
Rv1603,1803294,1804031,+,737
Rv1604,1804039,1804851,+,812
Rv1605,1804853,1805656,+,803
Rv1606,1805653,1806000,+,347
Rv1607,1806181,1807263,+,1082
Rv1608c,1807298,1807762,-,464
Rv1609,1807903,1809453,+,1550
Rv1610,1809443,1810150,+,707
Rv1611,1810240,1811058,+,818
Rv1612,1811127,1812359,+,1232
Rv1613,1812359,1813171,+,812
Rv1614,1813171,1814577,+,1406
Rv1615,1815253,1815693,+,440
Rv1616,1815683,1816081,+,398
Rv1617,1816189,1817607,+,1418
Rv1618,1817615,1818517,+,902
Rv1619,1818575,1820029,+,1454
Rv1620c,1819963,1821693,-,1730
Rv1621c,1821690,1823273,-,1583
Rv1622c,1823360,1824400,-,1040
Rv1623c,1824430,1825887,-,1457
Rv1624c,1825998,1826585,-,587
Rv1625c,1826614,1827945,-,1331
Rv1626,1828180,1828797,+,617
Rv1627c,1828865,1830073,-,1208
Rv1628c,1830070,1830561,-,491
Rv1629,1830665,1833379,+,2714
Rv1630,1833542,1834987,+,1445
Rv1631,1835013,1836236,+,1223
Rv1632c,1836387,1836830,-,443
Rv1633,1837075,1839171,+,2096
Rv1634,1839168,1840583,+,1415
Rv1635c,1840572,1842242,-,1670
Rv1636,1842451,1842891,+,440
Rv1637c,1842898,1843692,-,794
Rv1638,1843741,1846659,+,2918
Rv1638A,1846716,1846973,-,257
Rv1639c,1848003,1848032,-,29
Rv1640c,1848517,1852035,-,3518
Rv1641,1852273,1852878,+,605
Rv1642,1852928,1853122,+,194
Rv1643,1853184,1853573,+,389
Rv1644,1853606,1854388,+,782
Rv1645c,1854399,1855454,-,1055
Rv1646,1855764,1856696,+,932
Rv1647,1856774,1857724,+,950
Rv1648,1857731,1858537,+,806
Rv1649,1858733,1859758,+,1025
Rv1650,1859758,1862253,+,2495
Rv1651c,1862347,1865382,-,3035
Rv1652,1865576,1866634,+,1058
Rv1653,1866631,1867845,+,1214
Rv1654,1867842,1868726,+,884
Rv1655,1868723,1869925,+,1202
Rv1656,1869922,1870845,+,923
Rv1657,1870842,1871354,+,512
Rv1658,1871363,1872559,+,1196
Rv1659,1872639,1874051,+,1412
Rv1660,1874160,1875221,+,1061
Rv1661,1875304,1881684,+,6380
Rv1662,1881704,1886512,+,4808
Rv1663,1886512,1888020,+,1508
Rv1664,1888026,1891079,+,3053
Rv1665,1891226,1892287,+,1061
Rv1666c,1892270,1893562,-,1292
Rv1667c,1893577,1894230,-,653
Rv1668c,1894224,1895342,-,1118
Rv1669,1895725,1896087,+,362
Rv1670,1896120,1896467,+,347
Rv1671,1896475,1896867,+,392
Rv1672c,1896876,1898207,-,1331
Rv1673c,1898300,1899232,-,932
Rv1674c,1899260,1899916,-,656
Rv1675c,1900241,1900975,-,734
Rv1676,1901047,1901751,+,704
Rv1677,1901748,1902296,+,548
Rv1678,1902397,1903299,+,902
Rv1679,1903299,1904420,+,1121
Rv1680,1904429,1905253,+,824
Rv1681,1905250,1906242,+,992
Rv1682,1906403,1907320,+,917
Rv1683,1907594,1910593,+,2999
Rv1684,1910586,1910810,+,224
Rv1685c,1910776,1911399,-,623
Rv1686c,1911401,1912081,-,680
Rv1687c,1912153,1912920,-,767
Rv1688,1912979,1913590,+,611
Rv1689,1913602,1914876,+,1274
Rv1690,1915527,1915910,+,383
Rv1691,1915949,1916701,+,752
Rv1692,1916698,1917759,+,1061
Rv1693,1917756,1917932,+,176
Rv1694,1917940,1918746,+,806
Rv1695,1918746,1919669,+,923
Rv1696,1919683,1921446,+,1763
Rv1697,1921542,1922723,+,1181
Rv1698,1922745,1923689,+,944
Rv1699,1923829,1925589,+,1760
Rv1700,1925582,1926205,+,623
Rv1701,1926202,1927137,+,935
Rv1702c,1927211,1928575,-,1364
Rv1703c,1929131,1929721,-,590
Rv1704c,1929786,1931456,-,1670
Rv1705c,1931497,1932654,-,1157
Rv1706A,1934482,1934649,-,167
Rv1706c,1932694,1933878,-,1184
Rv1707,1934882,1936342,+,1460
Rv1708,1936360,1937316,+,956
Rv1709,1937313,1938149,+,836
Rv1710,1938146,1938841,+,695
Rv1711,1938838,1939602,+,764
Rv1712,1939599,1940291,+,692
Rv1713,1940288,1941679,+,1391
Rv1714,1941853,1942665,+,812
Rv1715,1942659,1943573,+,914
Rv1716,1943576,1944406,+,830
Rv1717,1944406,1944756,+,350
Rv1718,1944809,1945627,+,818
Rv1719,1945641,1946420,+,779
Rv1720c,1947030,1947419,-,389
Rv1721c,1947416,1947643,-,227
Rv1722,1947861,1949345,+,1484
Rv1723,1949342,1950589,+,1247
Rv1724c,1950632,1951051,-,419
Rv1725c,1951041,1951751,-,710
Rv1726,1951852,1953237,+,1385
Rv1727,1953270,1953839,+,569
Rv1728c,1953864,1954634,-,770
Rv1729c,1954631,1955569,-,938
Rv1730c,1955692,1957245,-,1553
Rv1731,1957677,1959233,+,1556
Rv1732c,1959243,1959791,-,548
Rv1733c,1959855,1960487,-,632
Rv1734c,1960774,1961016,-,242
Rv1735c,1961291,1961788,-,497
Rv1736c,1962228,1964186,-,1958
Rv1737c,1964183,1965370,-,1187
Rv1738,1965657,1965941,+,284
Rv1739c,1965955,1967637,-,1682
Rv1740,1967705,1967917,+,212
Rv1741,1967917,1968165,+,248
Rv1742,1968173,1968910,+,737
Rv1743,1969004,1970704,+,1700
Rv1744c,1970989,1971390,-,401
Rv1745c,1971380,1971991,-,611
Rv1746,1972138,1973568,+,1430
Rv1747,1973630,1976227,+,2597
Rv1748,1976600,1977331,+,731
Rv1749c,1977328,1977885,-,557
Rv1750c,1977969,1979567,-,1598
Rv1751,1979621,1981003,+,1382
Rv1752,1981130,1981579,+,449
Rv1753c,1981614,1984775,-,3161
Rv1754c,1984979,1986670,-,1691
Rv1755c,1986854,1987696,-,842
Rv1756c,1987745,1988629,-,884
Rv1757c,1988680,1989006,-,326
Rv1758,1989042,1989566,+,524
Rv1759c,1989833,1992577,-,2744
Rv1760,1993153,1994661,+,1508
Rv1761c,1994671,1995054,-,383
Rv1762c,1995054,1995842,-,788
Rv1763,1996152,1996478,+,326
Rv1764,1996529,1997413,+,884
Rv1765A,1999142,1999357,-,215
Rv1765c,1997418,1998515,-,1097
Rv1766,1999737,2000006,+,269
Rv1767,2000074,2000433,+,359
Rv1768,2000614,2002470,+,1856
Rv1769,2002626,2003870,+,1244
Rv1770,2003878,2005164,+,1286
Rv1771,2005161,2006447,+,1286
Rv1772,2006636,2006947,+,311
Rv1773c,2007020,2007766,-,746
Rv1774,2007832,2009172,+,1340
Rv1775,2009172,2009990,+,818
Rv1776c,2009995,2010555,-,560
Rv1777,2010656,2011960,+,1304
Rv1778c,2012081,2012530,-,449
Rv1779c,2012686,2014479,-,1793
Rv1780,2014699,2015262,+,563
Rv1781c,2015302,2017476,-,2174
Rv1782,2017740,2019260,+,1520
Rv1783,2019257,2020564,+,1307
Rv1784,2020634,2023432,+,2798
Rv1785c,2023447,2024628,-,1181
Rv1786,2024828,2025031,+,203
Rv1787,2025301,2026398,+,1097
Rv1788,2026477,2026776,+,299
Rv1789,2026790,2027971,+,1181
Rv1790,2028425,2029477,+,1052
Rv1791,2029904,2030203,+,299
Rv1792,2030347,2030643,+,296
Rv1793,2030694,2030978,+,284
Rv1794,2031066,2031968,+,902
Rv1795,2032240,2033751,+,1511
Rv1796,2033729,2035486,+,1757
Rv1797,2035483,2036703,+,1220
Rv1798,2036700,2038532,+,1832
Rv1799,2039159,2039350,+,191
Rv1800,2039453,2041420,+,1967
Rv1801,2042001,2043272,+,1271
Rv1802,2043384,2044775,+,1391
Rv1803c,2044923,2046842,-,1919
Rv1804c,2047023,2047349,-,326
Rv1805c,2047687,2048034,-,347
Rv1806,2048072,2048371,+,299
Rv1807,2048398,2049597,+,1199
Rv1808,2049921,2051150,+,1229
Rv1809,2051282,2052688,+,1406
Rv1810,2052933,2053289,+,356
Rv1811,2053443,2054147,+,704
Rv1812c,2054157,2055359,-,1202
Rv1813c,2055681,2056112,-,431
Rv1814,2056521,2057423,+,902
Rv1815,2057528,2058193,+,665
Rv1816,2058256,2058960,+,704
Rv1817,2059595,2061058,+,1463
Rv1818c,2061178,2062674,-,1496
Rv1819c,2062809,2064728,-,1919
Rv1820,2064799,2066442,+,1643
Rv1821,2066457,2068883,+,2426
Rv1822,2069080,2069709,+,629
Rv1823,2069702,2070625,+,923
Rv1824,2070654,2071019,+,365
Rv1825,2071036,2071914,+,878
Rv1826,2071952,2072356,+,404
Rv1827,2072596,2073084,+,488
Rv1828,2073081,2073824,+,743
Rv1829,2073943,2074437,+,494
Rv1830,2074841,2075518,+,677
Rv1831,2075571,2075828,+,257
Rv1832,2075877,2078702,+,2825
Rv1833c,2078929,2079789,-,860
Rv1834,2079830,2080696,+,866
Rv1835c,2080701,2082587,-,1886
Rv1836c,2082603,2084636,-,2033
Rv1837c,2084756,2086981,-,2225
Rv1838c,2087257,2087652,-,395
Rv1839c,2087649,2087912,-,263
Rv1840c,2087971,2089518,-,1547
Rv1841c,2089681,2090718,-,1037
Rv1842c,2090718,2092085,-,1367
Rv1843c,2092259,2093698,-,1439
Rv1844c,2093731,2095188,-,1457
Rv1845c,2095218,2096168,-,950
Rv1846c,2096183,2096599,-,416
Rv1847,2096877,2097299,+,422
Rv1848,2097348,2097650,+,302
Rv1849,2097647,2097961,+,314
Rv1850,2097961,2099694,+,1733
Rv1851,2099694,2100329,+,635
Rv1852,2100340,2101014,+,674
Rv1853,2101022,2101648,+,626
Rv1854c,2101651,2103042,-,1391
Rv1855c,2103184,2104107,-,923
Rv1856c,2104146,2104823,-,677
Rv1857,2104985,2105770,+,785
Rv1858,2105773,2106567,+,794
Rv1859,2106574,2107683,+,1109
Rv1860,2107736,2108713,+,977
Rv1861,2109165,2109470,+,305
Rv1862,2109544,2110584,+,1040
Rv1863c,2110591,2111361,-,770
Rv1864c,2111354,2112109,-,755
Rv1865c,2112106,2112966,-,860
Rv1866,2113140,2115476,+,2336
Rv1867,2115764,2117248,+,1484
Rv1868,2117347,2119446,+,2099
Rv1869c,2119460,2120695,-,1235
Rv1870c,2120795,2121430,-,635
Rv1871c,2121495,2121884,-,389
Rv1872c,2121907,2123151,-,1244
Rv1873,2123174,2123611,+,437
Rv1874,2123684,2124370,+,686
Rv1875,2124381,2124824,+,443
Rv1876,2125340,2125819,+,479
Rv1877,2125904,2127967,+,2063
Rv1878,2128022,2129374,+,1352
Rv1879,2129377,2130513,+,1136
Rv1880c,2130541,2131857,-,1316
Rv1881c,2131907,2132329,-,422
Rv1882c,2132370,2133203,-,833
Rv1883c,2133231,2133692,-,461
Rv1884c,2133731,2134261,-,530
Rv1885c,2134273,2134872,-,599
Rv1886c,2134890,2135867,-,977
Rv1887,2136258,2137400,+,1142
Rv1888A,2138444,2138617,-,173
Rv1888c,2137519,2138079,-,560
Rv1889c,2138661,2139017,-,356
Rv1890c,2139076,2139687,-,611
Rv1891,2139741,2140148,+,407
Rv1892,2140165,2140476,+,311
Rv1893,2140486,2140704,+,218
Rv1894c,2140739,2141869,-,1130
Rv1895,2142521,2143675,+,1154
Rv1896c,2143535,2144446,-,911
Rv1897c,2144451,2144882,-,431
Rv1898,2144940,2145248,+,308
Rv1899c,2145214,2146245,-,1031
Rv1900c,2146245,2147633,-,1388
Rv1901,2147662,2148954,+,1292
Rv1902c,2149006,2150274,-,1268
Rv1903,2150364,2150768,+,404
Rv1904,2150954,2151385,+,431
Rv1905c,2151433,2152395,-,962
Rv1906c,2152425,2152895,-,470
Rv1907c,2153235,2153882,-,647
Rv1908c,2153889,2156111,-,2222
Rv1909c,2156149,2156601,-,452
Rv1910c,2156706,2157299,-,593
Rv1911c,2157382,2157987,-,605
Rv1912c,2158087,2159091,-,1004
Rv1913,2159191,2159943,+,752
Rv1914c,2159921,2160328,-,407
Rv1915,2160463,2161566,+,1103
Rv1916,2161566,2162762,+,1196
Rv1917c,2162932,2167311,-,4379
Rv1918c,2167649,2170612,-,2963
Rv1919c,2171061,2171525,-,464
Rv1920,2171623,2172486,+,863
Rv1921c,2172524,2173795,-,1271
Rv1922,2174067,2175182,+,1115
Rv1923,2175173,2176513,+,1340
Rv1924c,2176550,2176930,-,380
Rv1925,2177087,2178949,+,1862
Rv1926c,2178957,2179436,-,479
Rv1927,2179673,2180446,+,773
Rv1928c,2180450,2181217,-,767
Rv1929c,2181262,2181906,-,644
Rv1930c,2181918,2182442,-,524
Rv1931c,2182460,2183239,-,779
Rv1932,2183372,2183869,+,497
Rv1933c,2183866,2184957,-,1091
Rv1934c,2184959,2186188,-,1229
Rv1935c,2186203,2187159,-,956
Rv1936,2187384,2188493,+,1109
Rv1937,2188496,2191015,+,2519
Rv1938,2191027,2192097,+,1070
Rv1939,2192094,2192609,+,515
Rv1940,2192606,2193667,+,1061
Rv1941,2193664,2194434,+,770
Rv1942c,2194644,2194973,-,329
Rv1943c,2194970,2195347,-,377
Rv1944c,2195344,2195934,-,590
Rv1945,2195989,2197353,+,1364
Rv1946c,2197508,2197960,-,452
Rv1947,2198024,2198425,+,401
Rv1948c,2198714,2199064,-,350
Rv1949c,2199075,2200034,-,959
Rv1950c,2199998,2200189,-,191
Rv1951c,2200190,2200486,-,296
Rv1952,2200726,2200941,+,215
Rv1953,2200938,2201249,+,311
Rv1954c,2201223,2201744,-,521
Rv1955,2201584,2202096,+,512
Rv1956,2202138,2202587,+,449
Rv1957,2202584,2203129,+,545
Rv1958c,2203018,2203632,-,614
Rv1959c,2203681,2203977,-,296
Rv1960c,2203974,2204225,-,251
Rv1961,2204212,2204706,+,494
Rv1962c,2204866,2205273,-,407
Rv1963c,2205582,2206802,-,1220
Rv1964,2207700,2208497,+,797
Rv1965,2208507,2209322,+,815
Rv1966,2209327,2210604,+,1277
Rv1967,2210601,2211629,+,1028
Rv1968,2211626,2212858,+,1232
Rv1969,2212855,2214126,+,1271
Rv1970,2214123,2215256,+,1133
Rv1971,2215257,2216570,+,1313
Rv1972,2216592,2217167,+,575
Rv1973,2217164,2217646,+,482
Rv1974,2217659,2218036,+,377
Rv1975,2218052,2218717,+,665
Rv1976c,2218844,2219251,-,407
Rv1977,2219754,2220800,+,1046
Rv1978,2220908,2221756,+,848
Rv1979c,2221719,2223164,-,1445
Rv1980c,2223343,2224029,-,686
Rv1981c,2224220,2225188,-,968
Rv1982c,2225413,2225832,-,419
Rv1983,2226244,2227920,+,1676
Rv1984c,2227908,2228561,-,653
Rv1985c,2228991,2229902,-,911
Rv1986,2230011,2230610,+,599
Rv1987,2231026,2231454,+,428
Rv1988,2231680,2232219,+,539
Rv1989c,2232739,2233299,-,560
Rv1990A,2233881,2234216,-,335
Rv1990c,2233296,2233637,-,341
Rv1991c,2234305,2234649,-,344
Rv1992c,2234991,2237306,-,2315
Rv1993c,2237303,2237575,-,272
Rv1994c,2237628,2237984,-,356
Rv1995,2238141,2238908,+,767
Rv1996,2239004,2239957,+,953
Rv1997,2240159,2242876,+,2717
Rv1998c,2242945,2243721,-,776
Rv1999c,2243816,2245138,-,1322
Rv2000,2245209,2246822,+,1613
Rv2001,2246832,2247584,+,752
Rv2002,2247660,2248442,+,782
Rv2003c,2248563,2249420,-,857
Rv2004c,2249478,2250974,-,1496
Rv2005c,2250996,2251883,-,887
Rv2006,2252002,2255985,+,3983
Rv2007c,2256084,2256428,-,344
Rv2008c,2256617,2257942,-,1325
Rv2009,2258030,2258272,+,242
Rv2010,2258273,2258671,+,398
Rv2011c,2258854,2259285,-,431
Rv2012,2259326,2259820,+,494
Rv2013,2260665,2261144,+,479
Rv2014,2261098,2261688,+,590
Rv2015c,2261816,2263072,-,1256
Rv2016,2263426,2264001,+,575
Rv2017,2263998,2265038,+,1040
Rv2018,2265280,2265999,+,719
Rv2019,2265989,2266405,+,416
Rv2020c,2266421,2266720,-,299
Rv2021c,2266805,2267110,-,305
Rv2022c,2267119,2267724,-,605
Rv2023A,2268268,2268726,-,458
Rv2023c,2267749,2268108,-,359
Rv2024c,2268693,2270240,-,1547
Rv2025c,2270750,2271748,-,998
Rv2026c,2271863,2272747,-,884
Rv2027c,2272787,2274508,-,1721
Rv2028c,2274569,2275408,-,839
Rv2029c,2275405,2276424,-,1019
Rv2030c,2276441,2278486,-,2045
Rv2031c,2278498,2278932,-,434
Rv2032,2279129,2280124,+,995
Rv2033c,2280240,2281082,-,842
Rv2034,2281294,2281617,+,323
Rv2035,2281614,2282102,+,488
Rv2036,2282099,2282740,+,641
Rv2037c,2282747,2283721,-,974
Rv2038c,2283723,2284796,-,1073
Rv2039c,2284799,2285641,-,842
Rv2040c,2285628,2286530,-,902
Rv2041c,2286527,2287846,-,1319
Rv2042c,2287884,2288681,-,797
Rv2043c,2288681,2289241,-,560
Rv2044c,2289282,2289599,-,317
Rv2045c,2289685,2291220,-,1535
Rv2046,2291269,2291925,+,656
Rv2047c,2291962,2294526,-,2564
Rv2048c,2294531,2306986,-,12455
Rv2049c,2307293,2307517,-,224
Rv2050,2307821,2308156,+,335
Rv2051c,2308131,2310755,-,2624
Rv2052c,2310913,2312517,-,1604
Rv2053c,2312522,2313049,-,527
Rv2054,2313125,2313838,+,713
Rv2055c,2314087,2314353,-,266
Rv2056c,2314354,2314659,-,305
Rv2057c,2314661,2314825,-,164
Rv2058c,2314825,2315061,-,236
Rv2059,2315174,2316709,+,1535
Rv2060,2316279,2316680,+,401
Rv2061c,2316681,2317085,-,404
Rv2062c,2317169,2320753,-,3584
Rv2063,2320831,2321064,+,233
Rv2064,2321451,2322542,+,1091
Rv2065,2322552,2323178,+,626
Rv2066,2323175,2324701,+,1526
Rv2067c,2324647,2325870,-,1223
Rv2068c,2325886,2326809,-,923
Rv2069,2326944,2327501,+,557
Rv2070c,2327491,2328225,-,734
Rv2071c,2328222,2328977,-,755
Rv2072c,2328974,2330146,-,1172
Rv2073c,2330214,2330963,-,749
Rv2074,2330993,2331406,+,413
Rv2075c,2331416,2332879,-,1463
Rv2076c,2333037,2333288,-,251
Rv2077A,2334295,2334594,-,299
Rv2077c,2333323,2334294,-,971
Rv2078,2335059,2335373,+,314
Rv2079,2335355,2337325,+,1970
Rv2080,2337306,2337869,+,563
Rv2081c,2338065,2338505,-,440
Rv2082,2338709,2340874,+,2165
Rv2083,2340871,2341815,+,944
Rv2084,2341808,2342944,+,1136
Rv2085,2343027,2343332,+,305
Rv2086,2343311,2343916,+,605
Rv2087,2343994,2344224,+,230
Rv2088,2344411,2346180,+,1769
Rv2089c,2346197,2347324,-,1127
Rv2090,2347373,2348554,+,1181
Rv2091c,2348558,2349292,-,734
Rv2092c,2349334,2352054,-,2720
Rv2093c,2352103,2353029,-,926
Rv2094c,2353046,2353297,-,251
Rv2095c,2353365,2354315,-,950
Rv2096c,2354312,2355310,-,998
Rv2097c,2355319,2356677,-,1358
Rv2098c,2356729,2358206,-,1477
Rv2099c,2358033,2358206,-,173
Rv2100,2358389,2360041,+,1652
Rv2101,2360240,2363281,+,3041
Rv2102,2363391,2364107,+,716
Rv2103c,2364086,2364520,-,434
Rv2104c,2364527,2364781,-,254
Rv2105,2365465,2365791,+,326
Rv2106,2365788,2366726,+,938
Rv2107,2367359,2367655,+,296
Rv2108,2367711,2368442,+,731
Rv2109c,2368983,2369729,-,746
Rv2110c,2369726,2370601,-,875
Rv2111c,2370598,2370792,-,194
Rv2112c,2370905,2372569,-,1664
Rv2113,2372630,2373823,+,1193
Rv2114,2373834,2374457,+,623
Rv2115c,2374461,2376290,-,1829
Rv2116,2376571,2377140,+,569
Rv2117,2377148,2377441,+,293
Rv2118c,2377470,2378312,-,842
Rv2119,2378386,2379222,+,836
Rv2120c,2379245,2379727,-,482
Rv2121c,2379806,2380660,-,854
Rv2122c,2380663,2380944,-,281
Rv2123,2381071,2382492,+,1421
Rv2124c,2382489,2386067,-,3578
Rv2125,2386293,2387171,+,878
Rv2126c,2387202,2387972,-,770
Rv2127,2388616,2390085,+,1469
Rv2128,2390085,2390288,+,203
Rv2129c,2390308,2391189,-,881
Rv2130c,2391215,2392459,-,1244
Rv2131c,2392517,2393320,-,803
Rv2132,2393411,2393641,+,230
Rv2133c,2393851,2394639,-,788
Rv2134c,2394650,2395237,-,587
Rv2135c,2395301,2396011,-,710
Rv2136c,2396008,2396838,-,830
Rv2137c,2396902,2397315,-,413
Rv2138,2397330,2398406,+,1076
Rv2139,2398720,2399793,+,1073
Rv2140c,2399798,2400328,-,530
Rv2141c,2400376,2401722,-,1346
Rv2142c,2402193,2402510,-,317
Rv2143,2402977,2404035,+,1058
Rv2144c,2404165,2404521,-,356
Rv2145c,2404616,2405398,-,782
Rv2146c,2405666,2405956,-,290
Rv2147c,2406118,2406843,-,725
Rv2148c,2406840,2407616,-,776
Rv2149c,2407622,2408374,-,752
Rv2150c,2408385,2409524,-,1139
Rv2151c,2409697,2410641,-,944
Rv2152c,2410638,2412122,-,1484
Rv2153c,2412119,2413351,-,1232
Rv2154c,2413348,2414922,-,1574
Rv2155c,2414934,2416394,-,1460
Rv2156c,2416396,2417475,-,1079
Rv2157c,2417472,2419004,-,1532
Rv2158c,2419001,2420608,-,1607
Rv2159c,2420631,2421665,-,1034
Rv2160A,2421643,2422278,-,635
Rv2160c,2421662,2422003,-,341
Rv2161c,2422271,2423137,-,866
Rv2162c,2423240,2424838,-,1598
Rv2163c,2425048,2427087,-,2039
Rv2164c,2427084,2428238,-,1154
Rv2165c,2428235,2429269,-,1034
Rv2166c,2429427,2429858,-,431
Rv2167c,2430159,2431199,-,1040
Rv2168c,2431094,2431420,-,326
Rv2169c,2431565,2431969,-,404
Rv2170,2432235,2432855,+,620
Rv2171,2432951,2433634,+,683
Rv2172c,2433631,2434536,-,905
Rv2173,2434847,2435905,+,1058
Rv2174,2435909,2437459,+,1550
Rv2175c,2437446,2437886,-,440
Rv2176,2437941,2439140,+,1199
Rv2177c,2439282,2439947,-,665
Rv2178c,2440332,2441720,-,1388
Rv2179c,2441811,2442317,-,506
Rv2180c,2442327,2443214,-,887
Rv2181,2443302,2444585,+,1283
Rv2182c,2444586,2445329,-,743
Rv2183c,2445415,2445810,-,395
Rv2184c,2445807,2446946,-,1139
Rv2185c,2447066,2447500,-,434
Rv2186c,2447605,2447994,-,389
Rv2187,2448160,2449962,+,1802
Rv2188c,2449993,2451150,-,1157
Rv2189c,2451247,2452020,-,773
Rv2190c,2452115,2453272,-,1157
Rv2191,2453819,2455756,+,1937
Rv2192c,2455631,2456743,-,1112
Rv2193,2456901,2457512,+,611
Rv2194,2457553,2458395,+,842
Rv2195,2458392,2459681,+,1289
Rv2196,2459678,2461327,+,1649
Rv2197c,2461504,2462148,-,644
Rv2198c,2462148,2463047,-,899
Rv2199c,2463233,2463652,-,419
Rv2200c,2463660,2464751,-,1091
Rv2201,2464997,2466955,+,1958
Rv2202c,2467053,2468027,-,974
Rv2203,2468231,2468923,+,692
Rv2204c,2468931,2469287,-,356
Rv2205c,2469387,2470463,-,1076
Rv2206,2470622,2471332,+,710
Rv2207,2471411,2472496,+,1085
Rv2208,2472493,2473242,+,749
Rv2209,2473400,2474938,+,1538
Rv2210c,2474864,2475970,-,1106
Rv2211c,2476042,2477181,-,1139
Rv2212,2477190,2478326,+,1136
Rv2213,2478338,2479885,+,1547
Rv2214c,2479923,2481701,-,1778
Rv2215,2481965,2483626,+,1661
Rv2216,2483626,2484531,+,905
Rv2217,2484584,2485276,+,692
Rv2218,2485273,2486208,+,935
Rv2219,2486235,2486987,+,752
Rv2219A,2486994,2487416,-,422
Rv2220,2487615,2489051,+,1436
Rv2221c,2489369,2492353,-,2984
Rv2222c,2492402,2493742,-,1340
Rv2223c,2493837,2495399,-,1562
Rv2224c,2495461,2497023,-,1562
Rv2225,2497742,2498587,+,845
Rv2226,2498832,2500373,+,1541
Rv2227,2500931,2501632,+,701
Rv2228c,2501644,2502738,-,1094
Rv2229c,2502735,2503472,-,737
Rv2230c,2503469,2504608,-,1139
Rv2231c,2504605,2505699,-,1094
Rv2232,2506278,2507153,+,875
Rv2234,2507146,2507637,+,491
Rv2235,2507637,2508452,+,815
Rv2236c,2508434,2509375,-,941
Rv2237,2509489,2510256,+,767
Rv2238c,2510715,2511176,-,461
Rv2239c,2511176,2511652,-,476
Rv2240c,2511690,2512487,-,797
Rv2241,2512539,2515244,+,2705
Rv2242,2515304,2516548,+,1244
Rv2243,2516787,2517695,+,908
Rv2244,2517771,2518118,+,347
Rv2245,2518115,2519365,+,1250
Rv2246,2519396,2520712,+,1316
Rv2247,2520743,2522164,+,1421
Rv2248,2522360,2523175,+,815
Rv2249c,2523241,2524791,-,1550
Rv2250A,2525402,2525821,+,419
Rv2250c,2524785,2525354,-,569
Rv2251,2525565,2526992,+,1427
Rv2252,2526989,2527918,+,929
Rv2253,2527984,2528487,+,503
Rv2254c,2528520,2528975,-,455
Rv2255c,2528980,2529174,-,194
Rv2256c,2529341,2529874,-,533
Rv2257c,2530004,2530822,-,818
Rv2258c,2530836,2531897,-,1061
Rv2259,2532245,2533330,+,1085
Rv2260,2533330,2533965,+,635
Rv2261c,2534042,2534464,-,422
Rv2262c,2534470,2535552,-,1082
Rv2263,2535641,2536594,+,953
Rv2264c,2537679,2537696,-,17
Rv2265,2538700,2539929,+,1229
Rv2266,2540104,2541390,+,1286
Rv2267c,2541644,2542810,-,1166
Rv2268c,2542807,2544276,-,1469
Rv2269c,2544289,2544621,-,332
Rv2270,2544698,2545225,+,527
Rv2271,2545332,2545631,+,299
Rv2272,2545737,2546105,+,368
Rv2273,2546102,2546431,+,329
Rv2274c,2546488,2546805,-,317
Rv2275,2546883,2547752,+,869
Rv2276,2547749,2548939,+,1190
Rv2277c,2549124,2550029,-,905
Rv2278,2550065,2550391,+,326
